State,EPA Region,County,FIPS,Tract,Population,"1,3-Butadiene",Acetaldehyde,Aniline,Benzene,Ethylene Oxide,Formaldehyde,Naphthalene
NJ,EPA Region 2,Atlantic,34001,34001012000,4519,0.56,1.75,0,2.73,0.58,13.56,0.69
NJ,EPA Region 2,Atlantic,34001,34001012100,3138,0.55,1.67,0,2.72,0.57,12.96,0.66
NJ,EPA Region 2,Atlantic,34001,34001012200,5161,0.55,1.68,0,2.72,0.54,13.09,0.67
NJ,EPA Region 2,Atlantic,34001,34001012302,3437,0.55,1.56,0,2.67,0.54,12.26,0.66
NJ,EPA Region 2,Atlantic,34001,34001012401,3014,0.54,1.56,0,2.67,0.55,12.25,0.65
NJ,EPA Region 2,Atlantic,34001,34001012402,2173,0.52,1.55,0,2.53,0.55,12.19,0.62
NJ,EPA Region 2,Atlantic,34001,34001012501,2461,0.55,1.56,0,2.67,0.52,12.23,0.65
NJ,EPA Region 2,Atlantic,34001,34001012502,1621,0.53,1.55,0,2.63,0.48,12.19,0.64
NJ,EPA Region 2,Atlantic,34001,34001012602,1418,0.52,1.55,0,2.53,0.51,12.17,0.62
NJ,EPA Region 2,Atlantic,34001,34001012701,3408,0.55,1.72,0,2.61,0.6,13.32,0.67
NJ,EPA Region 2,Atlantic,34001,34001012702,1786,0.6,1.79,0,2.67,0.64,13.77,0.7
NJ,EPA Region 2,Atlantic,34001,34001012801,3892,0.53,1.55,0,2.62,0.46,12.18,0.64
NJ,EPA Region 2,Atlantic,34001,34001012802,1709,0.55,1.56,0,2.71,0.43,12.23,0.67
NJ,EPA Region 2,Atlantic,34001,34001013000,3616,0.46,1.54,0,2.28,0.56,12.09,0.55
NJ,EPA Region 2,Atlantic,34001,34001013101,1192,0.47,1.54,0,2.26,0.56,12.09,0.55
NJ,EPA Region 2,Atlantic,34001,34001013102,1546,0.46,1.54,0,2.27,0.56,12.1,0.55
NJ,EPA Region 2,Atlantic,34001,34001013201,2642,0.45,1.54,0,2.26,0.52,12.08,0.56
NJ,EPA Region 2,Atlantic,34001,34001013202,2607,0.46,1.54,0,2.37,0.56,12.13,0.58
NJ,EPA Region 2,Atlantic,34001,34001013301,2674,0.46,1.54,0,2.3,0.56,12.1,0.56
NJ,EPA Region 2,Atlantic,34001,34001013302,2727,0.45,1.54,0,2.29,0.56,12.1,0.56
NJ,EPA Region 2,Atlantic,34001,34001013500,2678,0.52,1.55,0,2.48,0.54,12.17,0.6
NJ,EPA Region 2,Atlantic,34001,34001983400,2417,0.6,1.85,0,2.7,0.62,13.83,0.72
NJ,EPA Region 2,Bergen,34003,34003001000,6505,1.57,2.01,0,4.29,0.47,15.04,1.15
NJ,EPA Region 2,Bergen,34003,34003002100,1849,2.17,2.16,0,5.48,0.51,16.49,1.64
NJ,EPA Region 2,Bergen,34003,34003002200,5171,1.61,2.05,0,4.4,0.44,15.39,1.3
NJ,EPA Region 2,Bergen,34003,34003002300,5711,1.71,2.06,0,4.65,0.47,15.55,1.36
NJ,EPA Region 2,Bergen,34003,34003003100,5043,2.12,2.2,0,5.12,0.5,16.85,1.58
NJ,EPA Region 2,Bergen,34003,34003003200,4604,2.09,2.2,0,5.07,0.49,16.82,1.56
NJ,EPA Region 2,Bergen,34003,34003003300,6616,2.13,2.2,0,5.12,0.5,16.81,1.58
NJ,EPA Region 2,Bergen,34003,34003003401,2766,2.25,2.22,0,5.29,0.5,17.02,1.63
NJ,EPA Region 2,Bergen,34003,34003003402,3686,2.09,2.2,0,5.08,0.49,16.93,1.58
NJ,EPA Region 2,Bergen,34003,34003003500,4049,2.05,2.2,0,5,0.48,16.89,1.55
NJ,EPA Region 2,Bergen,34003,34003004001,3215,2.2,2.24,0,5.4,0.53,17.61,1.73
NJ,EPA Region 2,Bergen,34003,34003004002,4972,2.22,2.25,0,5.42,0.57,17.84,1.76
NJ,EPA Region 2,Bergen,34003,34003005000,6127,2.16,2.28,0,5.06,0.68,17.14,1.62
NJ,EPA Region 2,Bergen,34003,34003006100,6538,2.42,2.36,0,5.69,0.22,18.4,1.88
NJ,EPA Region 2,Bergen,34003,34003006201,4493,2.52,2.37,0,5.81,0.22,18.5,1.92
NJ,EPA Region 2,Bergen,34003,34003006202,4470,2.64,2.4,0,6.17,0.22,18.64,1.99
NJ,EPA Region 2,Bergen,34003,34003006300,8093,2.48,2.38,0,5.79,0.54,18.73,1.93
NJ,EPA Region 2,Bergen,34003,34003007001,3817,1.73,2.07,0,4.74,0.5,15.66,1.4
NJ,EPA Region 2,Bergen,34003,34003007002,4556,1.85,2.09,0,5.03,0.5,15.84,1.47
NJ,EPA Region 2,Bergen,34003,34003008000,8573,2.09,2.19,0,5.01,0.5,16.73,1.54
NJ,EPA Region 2,Bergen,34003,34003009100,4881,1.92,2.12,0,5.07,0.53,16.14,1.5
NJ,EPA Region 2,Bergen,34003,34003009200,3382,1.8,2.09,0,4.81,0.49,15.85,1.41
NJ,EPA Region 2,Bergen,34003,34003010100,6224,2.1,2.2,0,5.07,0.47,16.7,1.55
NJ,EPA Region 2,Bergen,34003,34003010200,4100,2.04,2.18,0,4.87,0.47,16.62,1.5
NJ,EPA Region 2,Bergen,34003,34003010300,7155,1.93,2.17,0,4.69,0.46,16.48,1.45
NJ,EPA Region 2,Bergen,34003,34003011100,4249,2.25,2.23,0,5.53,0.61,17.24,1.69
NJ,EPA Region 2,Bergen,34003,34003011200,4807,2.14,2.22,0,5.35,0.6,17.25,1.69
NJ,EPA Region 2,Bergen,34003,34003011300,4282,2.59,2.3,0,6.34,0.65,18,2
NJ,EPA Region 2,Bergen,34003,34003011400,6065,2.23,2.24,0,5.61,0.65,17.53,1.79
NJ,EPA Region 2,Bergen,34003,34003012001,5504,2.32,2.31,0,5.37,0.69,17.32,1.68
NJ,EPA Region 2,Bergen,34003,34003012002,3409,2.35,2.27,0,5.61,0.72,17.77,1.8
NJ,EPA Region 2,Bergen,34003,34003013001,5626,2.67,2.41,0,6.18,0.55,19.07,2.03
NJ,EPA Region 2,Bergen,34003,34003013002,5887,2.62,2.39,0,6.17,0.26,18.91,2.01
NJ,EPA Region 2,Bergen,34003,34003014000,7401,1.66,2.06,0,4.5,0.43,15.5,1.31
NJ,EPA Region 2,Bergen,34003,34003015100,2445,2.49,2.28,0,5.91,0.52,17.68,1.86
NJ,EPA Region 2,Bergen,34003,34003015200,6070,2.24,2.24,0,5.44,0.5,17.29,1.69
NJ,EPA Region 2,Bergen,34003,34003015300,6124,2.19,2.23,0,5.34,0.52,17.33,1.66
NJ,EPA Region 2,Bergen,34003,34003015400,6570,2.17,2.23,0,5.35,0.52,17.45,1.69
NJ,EPA Region 2,Bergen,34003,34003015500,5938,2.41,2.29,0,5.89,0.54,18.03,1.91
NJ,EPA Region 2,Bergen,34003,34003016000,5281,2.49,2.3,0,6.1,0.53,18.03,1.96
NJ,EPA Region 2,Bergen,34003,34003017100,7049,2.1,2.19,0,5.17,0.61,16.91,1.57
NJ,EPA Region 2,Bergen,34003,34003017200,6021,2.15,2.2,0,5.21,0.59,16.9,1.58
NJ,EPA Region 2,Bergen,34003,34003017300,6056,2.07,2.19,0,5.14,0.61,16.93,1.56
NJ,EPA Region 2,Bergen,34003,34003017400,5366,2.06,2.19,0,5.13,0.61,16.97,1.58
NJ,EPA Region 2,Bergen,34003,34003017500,7965,2.25,2.23,0,5.56,0.62,17.25,1.71
NJ,EPA Region 2,Bergen,34003,34003018100,7284,2.44,2.37,0,5.68,0.6,18.67,1.9
NJ,EPA Region 2,Bergen,34003,34003018200,6551,2.65,2.4,0,6.05,0.57,19.23,1.98
NJ,EPA Region 2,Bergen,34003,34003019102,2859,2.89,2.38,0,6.91,0.55,18.8,2.23
NJ,EPA Region 2,Bergen,34003,34003019103,3662,2.62,2.34,0,6.41,0.56,18.48,2.1
NJ,EPA Region 2,Bergen,34003,34003019104,3935,2.86,2.37,0,6.76,0.57,18.72,2.2
NJ,EPA Region 2,Bergen,34003,34003019202,1483,2.57,2.34,0,6.41,0.58,18.57,2.11
NJ,EPA Region 2,Bergen,34003,34003019203,2862,2.56,2.33,0,6.3,0.6,18.54,2.09
NJ,EPA Region 2,Bergen,34003,34003019204,3697,2.53,2.33,0,6.28,0.58,18.5,2.05
NJ,EPA Region 2,Bergen,34003,34003019303,5516,2.64,2.36,0,6.33,0.43,18.61,2.04
NJ,EPA Region 2,Bergen,34003,34003019304,2537,2.66,2.39,0,6.09,0.21,18.73,1.98
NJ,EPA Region 2,Bergen,34003,34003019305,6654,2.89,2.39,0,6.77,0.49,18.87,2.19
NJ,EPA Region 2,Bergen,34003,34003019306,2140,2.88,2.41,0,6.38,0.21,18.75,2.04
NJ,EPA Region 2,Bergen,34003,34003020100,4078,1.26,1.88,0,4.19,0.64,14.42,1.05
NJ,EPA Region 2,Bergen,34003,34003020200,6512,1.33,1.91,0,4.12,0.66,14.7,1.07
NJ,EPA Region 2,Bergen,34003,34003021100,6685,2.38,2.27,0,5.83,0.64,17.81,1.88
NJ,EPA Region 2,Bergen,34003,34003021200,5224,2.24,2.25,0,5.65,0.64,17.66,1.82
NJ,EPA Region 2,Bergen,34003,34003021300,4599,2.31,2.27,0,5.87,0.64,17.81,1.89
NJ,EPA Region 2,Bergen,34003,34003021400,4515,2.38,2.27,0,5.98,0.65,17.94,1.93
NJ,EPA Region 2,Bergen,34003,34003021500,4854,2.36,2.27,0,5.89,0.61,17.88,1.88
NJ,EPA Region 2,Bergen,34003,34003021600,4610,2.37,2.27,0,5.9,0.58,17.83,1.87
NJ,EPA Region 2,Bergen,34003,34003022100,4007,1.98,2.16,0,4.82,0.55,16.57,1.45
NJ,EPA Region 2,Bergen,34003,34003022200,7594,2.05,2.18,0,5.02,0.57,16.72,1.5
NJ,EPA Region 2,Bergen,34003,34003023100,2991,2.17,2.23,0,5.31,0.53,17.29,1.7
NJ,EPA Region 2,Bergen,34003,34003023200,6768,2.1,2.21,0,5.13,0.52,17.05,1.63
NJ,EPA Region 2,Bergen,34003,34003023301,2724,2.06,2.21,0,5.07,0.53,16.98,1.62
NJ,EPA Region 2,Bergen,34003,34003023302,4937,2.16,2.23,0,5.34,0.53,17.25,1.72
NJ,EPA Region 2,Bergen,34003,34003023401,3649,2.2,2.25,0,5.44,0.57,17.33,1.77
NJ,EPA Region 2,Bergen,34003,34003023402,5562,2.37,2.28,0,5.83,0.57,17.58,1.89
NJ,EPA Region 2,Bergen,34003,34003023501,3646,2.17,2.24,0,5.36,0.53,17.35,1.74
NJ,EPA Region 2,Bergen,34003,34003023502,4254,2.13,2.24,0,5.35,0.54,17.31,1.73
NJ,EPA Region 2,Bergen,34003,34003023601,3195,2.42,2.28,0,5.76,0.56,17.99,1.91
NJ,EPA Region 2,Bergen,34003,34003023602,5284,2.25,2.26,0,5.52,0.57,17.64,1.82
NJ,EPA Region 2,Bergen,34003,34003024100,5750,1.56,2.03,0,4.22,0.44,15.26,1.24
NJ,EPA Region 2,Bergen,34003,34003024200,4664,1.67,2.06,0,4.52,0.47,15.48,1.33
NJ,EPA Region 2,Bergen,34003,34003025100,6074,2.26,2.28,0,5.36,0.49,17.38,1.81
NJ,EPA Region 2,Bergen,34003,34003025200,5768,2.2,2.27,0,5.21,0.45,17.2,1.71
NJ,EPA Region 2,Bergen,34003,34003026100,4625,1.48,2.02,0,4.02,0.36,15.12,1.16
NJ,EPA Region 2,Bergen,34003,34003026200,5594,1.65,2.04,0,4.53,0.46,15.35,1.27
NJ,EPA Region 2,Bergen,34003,34003027000,4078,1.71,2.05,0,4.72,0.53,15.42,1.29
NJ,EPA Region 2,Bergen,34003,34003028001,5166,2.71,2.34,0,6.36,0.57,18.85,2.07
NJ,EPA Region 2,Bergen,34003,34003028002,3771,2.51,2.32,0,6.23,0.58,18.66,2.03
NJ,EPA Region 2,Bergen,34003,34003029100,4184,2.61,2.33,0,5.89,0.43,18.85,2
NJ,EPA Region 2,Bergen,34003,34003029200,6442,2.39,2.34,0,5.49,0.24,19.13,1.94
NJ,EPA Region 2,Bergen,34003,34003030100,5142,2.19,2.24,0,5.38,0.56,17.22,1.76
NJ,EPA Region 2,Bergen,34003,34003030200,7252,2.26,2.25,0,5.65,0.63,17.63,1.83
NJ,EPA Region 2,Bergen,34003,34003030300,4460,2.12,2.24,0,5.24,0.57,17.11,1.71
NJ,EPA Region 2,Bergen,34003,34003030400,7282,2.13,2.24,0,5.24,0.52,17.14,1.7
NJ,EPA Region 2,Bergen,34003,34003031100,4985,2.65,2.34,0,6.03,0.77,18.07,1.92
NJ,EPA Region 2,Bergen,34003,34003031200,4689,2.27,2.27,0,5.52,0.77,17.86,1.79
NJ,EPA Region 2,Bergen,34003,34003031300,5341,2.33,2.27,0,5.61,0.8,17.92,1.81
NJ,EPA Region 2,Bergen,34003,34003031400,5539,2.46,2.3,0,5.87,0.8,18.13,1.9
NJ,EPA Region 2,Bergen,34003,34003032102,6014,1.28,1.92,0,3.79,0.48,14.54,0.99
NJ,EPA Region 2,Bergen,34003,34003032103,4721,1.27,1.97,0,3.55,0.38,14.89,1.04
NJ,EPA Region 2,Bergen,34003,34003032104,4879,1.14,1.86,0,3.96,0.51,14.28,1.01
NJ,EPA Region 2,Bergen,34003,34003032201,5366,1.37,1.99,0,3.86,0.42,15.07,1.14
NJ,EPA Region 2,Bergen,34003,34003032202,4910,1.29,1.97,0,3.79,0.39,14.91,1.11
NJ,EPA Region 2,Bergen,34003,34003033100,3615,2.1,2.21,0,5.08,0.52,16.91,1.61
NJ,EPA Region 2,Bergen,34003,34003033200,2502,2.03,2.2,0,4.97,0.54,16.85,1.59
NJ,EPA Region 2,Bergen,34003,34003033300,3438,2.12,2.22,0,5.2,0.55,17.09,1.68
NJ,EPA Region 2,Bergen,34003,34003034000,7128,1.58,2.03,0,4.37,0.55,15.29,1.21
NJ,EPA Region 2,Bergen,34003,34003035100,7844,1.52,2.02,0,4.19,0.36,15.09,1.18
NJ,EPA Region 2,Bergen,34003,34003035200,5730,1.59,2.02,0,4.35,0.45,15.2,1.21
NJ,EPA Region 2,Bergen,34003,34003036100,2377,2.24,2.26,0,5.36,0.57,17.8,1.91
NJ,EPA Region 2,Bergen,34003,34003036200,2708,2.26,2.31,0,5.1,0.59,18.03,1.85
NJ,EPA Region 2,Bergen,34003,34003037100,5505,1.92,2.16,0,4.66,0.45,16.42,1.43
NJ,EPA Region 2,Bergen,34003,34003037201,4111,1.99,2.18,0,4.78,0.48,16.57,1.49
NJ,EPA Region 2,Bergen,34003,34003037202,6725,2.03,2.19,0,4.94,0.48,16.74,1.54
NJ,EPA Region 2,Bergen,34003,34003038100,5455,2.51,2.31,0,5.96,0.88,18.2,1.91
NJ,EPA Region 2,Bergen,34003,34003038200,4104,2.74,2.32,0,6.14,0.9,18.21,1.93
NJ,EPA Region 2,Bergen,34003,34003038300,5833,2.45,2.29,0,5.78,0.87,17.99,1.83
NJ,EPA Region 2,Bergen,34003,34003039100,4118,1.11,1.83,0,3.82,0.53,14.15,0.94
NJ,EPA Region 2,Bergen,34003,34003039200,5790,1.11,1.84,0,3.92,0.56,14.19,0.97
NJ,EPA Region 2,Bergen,34003,34003039300,2846,1.17,1.85,0,3.95,0.59,14.34,0.99
NJ,EPA Region 2,Bergen,34003,34003040001,3514,1.91,2.15,0,4.6,0.45,16.28,1.41
NJ,EPA Region 2,Bergen,34003,34003040002,4464,2.04,2.18,0,4.85,0.48,16.47,1.48
NJ,EPA Region 2,Bergen,34003,34003041100,5282,2.71,2.35,0,6.31,0.56,19.91,2.05
NJ,EPA Region 2,Bergen,34003,34003041200,4679,2.53,2.35,0,6.2,0.5,19.28,2.02
NJ,EPA Region 2,Bergen,34003,34003041301,5269,2.75,2.39,0,6.06,0.2,19.89,1.94
NJ,EPA Region 2,Bergen,34003,34003041302,4392,2.54,2.36,0,6.08,0.38,18.71,1.98
NJ,EPA Region 2,Bergen,34003,34003042100,7402,1.94,2.17,0,4.75,0.5,16.47,1.47
NJ,EPA Region 2,Bergen,34003,34003042301,4312,2.11,2.18,0,5.15,0.56,16.79,1.54
NJ,EPA Region 2,Bergen,34003,34003042302,5559,2.09,2.17,0,5.09,0.55,16.46,1.51
NJ,EPA Region 2,Bergen,34003,34003042400,4472,2.01,2.18,0,4.92,0.55,16.68,1.51
NJ,EPA Region 2,Bergen,34003,34003042500,4597,2.16,2.22,0,5.26,0.55,16.96,1.64
NJ,EPA Region 2,Bergen,34003,34003043001,3955,1.61,2.02,0,4.43,0.44,15.21,1.23
NJ,EPA Region 2,Bergen,34003,34003043002,4690,1.48,2.01,0,3.99,0.35,15.03,1.14
NJ,EPA Region 2,Bergen,34003,34003044100,6007,1.39,1.98,0,3.78,0.41,14.82,1.04
NJ,EPA Region 2,Bergen,34003,34003044201,3641,1.39,1.99,0,3.9,0.44,14.88,1.08
NJ,EPA Region 2,Bergen,34003,34003044202,4825,1.41,2,0,3.93,0.42,15.07,1.14
NJ,EPA Region 2,Bergen,34003,34003045100,8170,2.53,2.37,0,5.84,0.21,19.46,1.91
NJ,EPA Region 2,Bergen,34003,34003045200,2862,2.75,2.4,0,6.08,0.21,20.73,1.95
NJ,EPA Region 2,Bergen,34003,34003046100,4036,2.43,2.36,0,5.8,0.43,23.28,1.88
NJ,EPA Region 2,Bergen,34003,34003046200,4256,2.4,2.28,0,5.75,0.58,18.55,1.86
NJ,EPA Region 2,Bergen,34003,34003046300,4437,2.37,2.34,0,5.7,0.42,21.68,1.87
NJ,EPA Region 2,Bergen,34003,34003047100,6005,1.75,2.06,0,4.9,0.62,15.57,1.36
NJ,EPA Region 2,Bergen,34003,34003047200,4286,1.83,2.06,0,5.01,0.57,15.49,1.35
NJ,EPA Region 2,Bergen,34003,34003047300,3205,1.82,2.11,0,4.66,0.56,16.08,1.36
NJ,EPA Region 2,Bergen,34003,34003047400,4883,1.92,2.14,0,4.79,0.54,16.33,1.41
NJ,EPA Region 2,Bergen,34003,34003047500,6579,1.99,2.16,0,4.96,0.57,16.53,1.47
NJ,EPA Region 2,Bergen,34003,34003048100,4049,2.04,2.2,0,4.99,0.51,16.76,1.56
NJ,EPA Region 2,Bergen,34003,34003048200,7291,2.03,2.19,0,4.92,0.5,16.71,1.55
NJ,EPA Region 2,Bergen,34003,34003049001,4546,1.56,2.03,0,4.21,0.37,15.17,1.22
NJ,EPA Region 2,Bergen,34003,34003049002,5113,1.58,2.04,0,4.27,0.4,15.31,1.23
NJ,EPA Region 2,Bergen,34003,34003050000,5530,2.13,2.22,0,5.27,0.59,17.06,1.66
NJ,EPA Region 2,Bergen,34003,34003051100,5908,2.38,2.27,0,5.64,0.74,17.83,1.81
NJ,EPA Region 2,Bergen,34003,34003051200,2660,2.36,2.28,0,5.66,0.76,17.93,1.84
NJ,EPA Region 2,Bergen,34003,34003051300,4551,2.26,2.28,0,5.4,0.75,17.57,1.74
NJ,EPA Region 2,Bergen,34003,34003051400,4942,2.31,2.3,0,5.49,0.73,17.58,1.74
NJ,EPA Region 2,Bergen,34003,34003052100,7450,2.28,2.24,0,5.63,0.63,17.4,1.76
NJ,EPA Region 2,Bergen,34003,34003052200,6209,2.29,2.26,0,5.81,0.63,17.72,1.86
NJ,EPA Region 2,Bergen,34003,34003053100,3152,1.59,2.02,0,4.37,0.45,15.15,1.2
NJ,EPA Region 2,Bergen,34003,34003053200,8208,1.6,2.01,0,4.32,0.44,15.05,1.18
NJ,EPA Region 2,Bergen,34003,34003054100,7946,2.24,2.23,0,5.33,0.53,17.4,1.68
NJ,EPA Region 2,Bergen,34003,34003054200,4429,2.3,2.25,0,5.5,0.54,17.4,1.71
NJ,EPA Region 2,Bergen,34003,34003054300,7093,2.33,2.24,0,5.51,0.53,17.26,1.7
NJ,EPA Region 2,Bergen,34003,34003054400,7434,2.34,2.26,0,5.61,0.52,17.48,1.75
NJ,EPA Region 2,Bergen,34003,34003054500,4715,2.38,2.26,0,5.64,0.55,17.72,1.79
NJ,EPA Region 2,Bergen,34003,34003054600,8159,2.28,2.26,0,5.59,0.54,17.97,1.78
NJ,EPA Region 2,Bergen,34003,34003055100,6695,2.27,2.23,0,5.46,0.54,17.18,1.69
NJ,EPA Region 2,Bergen,34003,34003055200,7793,2.16,2.21,0,5.18,0.51,16.97,1.61
NJ,EPA Region 2,Bergen,34003,34003056100,4656,1.71,2.04,0,4.63,0.48,15.29,1.26
NJ,EPA Region 2,Bergen,34003,34003056200,4969,1.5,2,0,4.13,0.47,15.04,1.13
NJ,EPA Region 2,Bergen,34003,34003057101,4168,2.35,2.27,0,5.59,0.68,17.74,1.82
NJ,EPA Region 2,Bergen,34003,34003057102,4044,2.29,2.26,0,5.5,0.72,17.71,1.79
NJ,EPA Region 2,Bergen,34003,34003057200,3123,2.27,2.25,0,5.46,0.69,17.61,1.75
NJ,EPA Region 2,Bergen,34003,34003058100,3713,2.03,2.09,0,5.43,0.58,15.82,1.49
NJ,EPA Region 2,Bergen,34003,34003058200,5389,1.71,2.06,0,4.76,0.53,15.55,1.35
NJ,EPA Region 2,Bergen,34003,34003059100,5045,1.58,2.04,0,4.31,0.4,15.34,1.26
NJ,EPA Region 2,Bergen,34003,34003059200,5863,1.6,2.05,0,4.37,0.42,15.34,1.27
NJ,EPA Region 2,Bergen,34003,34003060000,7694,2.2,2.28,0,5.08,0.68,17.14,1.64
NJ,EPA Region 2,Bergen,34003,34003061100,4447,1.48,2,0,4.05,0.47,14.94,1.09
NJ,EPA Region 2,Bergen,34003,34003061200,3425,1.47,2,0,4.04,0.51,14.95,1.09
NJ,EPA Region 2,Bergen,34003,34003061300,3703,1.79,2.1,0,4.31,0.46,15.88,1.23
NJ,EPA Region 2,Bergen,34003,34003061400,5121,1.78,2.1,0,4.41,0.5,15.89,1.26
NJ,EPA Region 2,Burlington,34005,34005700102,2638,1.54,2.17,0,4.26,0.69,16.75,1.9
NJ,EPA Region 2,Burlington,34005,34005700103,2839,1.66,2.2,0,4.56,0.72,16.95,2.02
NJ,EPA Region 2,Burlington,34005,34005700104,1921,1.63,2.19,0,4.5,0.71,16.89,1.98
NJ,EPA Region 2,Burlington,34005,34005700200,2779,1.55,2.17,0,4.27,0.67,16.73,1.89
NJ,EPA Region 2,Burlington,34005,34005700303,2897,1.54,2.16,0,4.21,0.65,16.67,1.87
NJ,EPA Region 2,Burlington,34005,34005700304,2454,1.56,2.17,0,4.27,0.67,16.75,1.87
NJ,EPA Region 2,Burlington,34005,34005700305,4894,1.55,2.17,0,4.22,0.65,16.75,1.84
